# t	x_motor	v_motor	x_cargo	v_cargo	s	E_motor_kin	E_cargo_kin	E_pot_motor	E_spring	E_total
0.21	-0.00390432	-0.0682894	0.100958	0.00501981	0	0.00116586	3.77977e-05	3.81093e-05	0.0209843	0.022226
0.211	-0.00396993	-0.0657972	0.100964	0.00615114	0	0.00108232	5.67547e-05	3.94009e-05	0.020999	0.0221774
0.212	-0.00403333	-0.0635813	0.100969	0.0052607	0	0.00101065	4.15125e-05	4.06693e-05	0.021013	0.0221059
0.213	-0.00409965	-0.0665094	0.100977	0.00768736	0	0.00110587	8.86432e-05	4.20179e-05	0.0210282	0.0222647
0.214	-0.00417299	-0.0735248	0.100982	0.0052276	0	0.00135148	4.09917e-05	4.35347e-05	0.0210443	0.0224803
0.215	-0.00424356	-0.070749	0.100989	0.00649742	0	0.00125135	6.33248e-05	4.50195e-05	0.0210601	0.0224198
0.216	-0.00431472	-0.0713431	0.100994	0.00534541	0	0.00127246	4.28602e-05	4.6542e-05	0.0210758	0.0224377
0.217	-0.00438233	-0.0677992	0.101004	0.0103543	0	0.00114918	0.000160816	4.80121e-05	0.0210918	0.0224498
0.218	-0.00445309	-0.0709424	0.101016	0.0117917	0	0.00125821	0.000208566	4.95751e-05	0.0211088	0.0226251
0.219	-0.00452451	-0.0715997	0.101028	0.0122915	0	0.00128163	0.000226621	5.1178e-05	0.021126	0.0226854
0.22	-0.0045878	-0.063478	0.101039	0.0112933	0	0.00100737	0.000191307	5.26199e-05	0.0211413	0.0223926
0.221	-0.00464802	-0.0604003	0.10105	0.0106396	0	0.000912048	0.000169802	5.40103e-05	0.0211559	0.0222917
0.222	-0.00470874	-0.0608966	0.101063	0.0128076	0	0.0009271	0.000246052	5.54305e-05	0.021171	0.0223996
0.223	-0.00476952	-0.0609631	0.101078	0.01528	0	0.000929126	0.000350216	5.68707e-05	0.0211866	0.0225228
0.224	-0.004828	-0.0586653	0.101094	0.0164222	0	0.000860404	0.000404534	5.8274e-05	0.021202	0.0225252
0.225	-0.00488729	-0.0594746	0.10111	0.0158424	0	0.000884307	0.000376471	5.97141e-05	0.0212175	0.022538
0.226	-0.00494505	-0.0579348	0.101124	0.0139539	0	0.000839109	0.000292066	6.11337e-05	0.0212323	0.0224246
0.227	-0.00500422	-0.0593526	0.101138	0.0139874	0	0.000880684	0.000293473	6.26055e-05	0.0212473	0.0224841
0.228	-0.00505793	-0.0538916	0.101154	0.0160739	0	0.000726076	0.000387553	6.39566e-05	0.0212617	0.0224393
0.229	-0.00510429	-0.0465413	0.101172	0.0179284	0	0.000541523	0.000482144	6.51344e-05	0.021275	0.0223638
0.23	-0.00514635	-0.0422383	0.101189	0.0169044	0	0.000446019	0.000428641	6.62122e-05	0.0212871	0.022228
0.231	-0.00518984	-0.0436735	0.101204	0.0146442	0	0.000476844	0.000321677	6.73361e-05	0.0212991	0.022165
0.232	-0.0052363	-0.046635	0.101216	0.0127472	0	0.000543707	0.000243735	6.8547e-05	0.0213113	0.0221673
0.233	-0.00529005	-0.053935	0.101228	0.0112926	0	0.000727247	0.000191284	6.99616e-05	0.0213248	0.0223133
0.234	-0.00534599	-0.0561159	0.101241	0.0136224	0	0.000787248	0.000278355	7.14489e-05	0.0213391	0.0224762
0.235	-0.00540603	-0.0602274	0.101254	0.0127501	0	0.000906835	0.000243849	7.3063e-05	0.0213542	0.0225779
0.236	-0.0054646	-0.0587433	0.101265	0.0113945	0	0.000862695	0.000194753	7.46546e-05	0.0213686	0.0225007
0.237	-0.00552823	-0.0638106	0.101277	0.0117851	0	0.00101795	0.000208332	7.64033e-05	0.0213842	0.0226869
0.238	-0.00559359	-0.0655426	0.10129	0.0131687	0	0.00107396	0.000260122	7.82207e-05	0.0214004	0.0228127
0.239	-0.00565765	-0.064236	0.101302	0.0120525	0	0.00103157	0.000217893	8.00225e-05	0.0214162	0.0227457
0.24	-0.00572336	-0.0658904	0.101312	0.00998052	0	0.00108539	0.000149416	8.18922e-05	0.0214318	0.0227485
0.241	-0.00578828	-0.0650912	0.101323	0.0104802	0	0.00105922	0.000164753	8.37603e-05	0.0214474	0.0227552
0.242	-0.00585273	-0.0646342	0.101337	0.0148784	0	0.0010444	0.00033205	8.56362e-05	0.0214639	0.0229259
0.243	-0.00592066	-0.0681009	0.101353	0.0152441	0	0.00115943	0.000348572	8.76354e-05	0.0214811	0.0230767
0.244	-0.00599574	-0.0752634	0.101367	0.0145108	0	0.00141614	0.000315844	8.98723e-05	0.0214997	0.0233215
0.245	-0.00606963	-0.0740606	0.101382	0.0147446	0	0.00137124	0.000326105	9.21009e-05	0.021518	0.0233075
0.246	-0.00614561	-0.0761654	0.101395	0.0134257	0	0.00145029	0.000270375	9.44214e-05	0.0215366	0.0233517
0.247	-0.00621523	-0.0697925	0.101409	0.0135398	0	0.00121775	0.000274989	9.65727e-05	0.0215538	0.0231431
0.248	-0.00627399	-0.0589373	0.101423	0.0139486	0	0.0008684	0.000291844	9.84074e-05	0.0215689	0.0228276
0.249	-0.00633551	-0.0616978	0.101434	0.0117609	0	0.000951655	0.000207479	0.000100347	0.0215841	0.0228436
0.25	-0.00640517	-0.0698321	0.101446	0.0117686	0	0.00121913	0.000207751	0.000102565	0.0216011	0.0231305
0.251	-0.00646897	-0.0639817	0.101457	0.0107098	0	0.00102341	0.000172051	0.000104619	0.0216165	0.0229166
0.252	-0.00653825	-0.0694479	0.101469	0.0124145	0	0.00120575	0.000231181	0.000106872	0.0216335	0.0231773
0.253	-0.0066127	-0.0746277	0.101481	0.0115315	0	0.00139232	0.000199464	0.000109319	0.0216514	0.0233525
0.254	-0.00669286	-0.0803321	0.101494	0.0132782	0	0.00161331	0.000264466	0.000111986	0.0216708	0.0236606
0.255	-0.00676778	-0.0750953	0.101509	0.0152981	0	0.00140983	0.000351049	0.000114507	0.0216896	0.023565
0.256	-0.00684256	-0.0749542	0.101525	0.0163591	0	0.00140453	0.000401431	0.000117052	0.0217086	0.0236316
0.257	-0.00691325	-0.0708631	0.101543	0.0177065	0	0.00125539	0.000470279	0.000119482	0.021727	0.0235722
0.258	-0.0069743	-0.0612258	0.101562	0.0192905	0	0.000937149	0.000558185	0.000121602	0.0217438	0.0233607
0.259	-0.00703485	-0.0607215	0.101578	0.01601	0	0.000921775	0.000384479	0.000123723	0.0217597	0.0231897
0.26	-0.00709708	-0.0624097	0.101594	0.0161377	0	0.000973744	0.000390639	0.000125922	0.0217761	0.0232664
0.261	-0.00715508	-0.058173	0.101613	0.0183491	0	0.000846024	0.000505037	0.000127988	0.021792	0.023271
0.262	-0.00722026	-0.0653473	0.101636	0.0236157	0	0.00106757	0.000836553	0.00013033	0.0218105	0.023845
0.263	-0.00728705	-0.0669686	0.10166	0.0234606	0	0.0011212	0.000825598	0.000132753	0.0218294	0.0239089
0.264	-0.00734918	-0.0622958	0.101685	0.02495	0	0.000970192	0.000933754	0.000135026	0.0218476	0.0238865
0.265	-0.00740307	-0.0540621	0.101712	0.0276745	0	0.000730678	0.00114882	0.000137014	0.0218646	0.0238811
0.266	-0.00745527	-0.0523695	0.101741	0.0286477	0	0.00068564	0.00123104	0.000138952	0.0218815	0.0239371
0.267	-0.007508	-0.0529063	0.10177	0.029293	0	0.00069977	0.00128712	0.000140925	0.0218987	0.0240265
0.268	-0.00755736	-0.0495359	0.101799	0.0287631	0	0.000613452	0.00124097	0.000142784	0.021915	0.0239122
0.269	-0.007608	-0.0508094	0.101828	0.0289472	0	0.000645399	0.00125691	0.000144704	0.0219317	0.0239787
0.27	-0.00766103	-0.0531994	0.101857	0.0291044	0	0.000707543	0.0012706	0.000146728	0.0219489	0.0240737
0.271	-0.0077208	-0.0599362	0.101885	0.0280155	0	0.000898086	0.0011773	0.000149027	0.0219673	0.0241917
0.272	-0.00778383	-0.0632044	0.10191	0.0249397	0	0.000998699	0.000932981	0.00015147	0.0219857	0.0240688
0.273	-0.00784498	-0.0613176	0.101934	0.024482	0	0.000939962	0.000899054	0.000153859	0.0220037	0.0239965
0.274	-0.0079048	-0.0599886	0.101961	0.0269429	0	0.000899658	0.00108888	0.000156214	0.0220218	0.0241666
0.275	-0.00796169	-0.0570701	0.101988	0.0274054	0	0.000814248	0.00112659	0.000158471	0.0220395	0.0241388
0.276	-0.00801832	-0.0567994	0.102018	0.0291688	0	0.000806542	0.00127623	0.000160734	0.0220575	0.0243011
0.277	-0.00808082	-0.0626639	0.102047	0.0294112	0	0.000981692	0.00129753	0.000163249	0.0220768	0.0245193
0.278	-0.00813902	-0.0583728	0.102078	0.0312795	0	0.000851847	0.00146761	0.000165609	0.0220956	0.0245807
0.279	-0.00819053	-0.0516748	0.102108	0.0295683	0	0.00066757	0.00131143	0.000167712	0.0221127	0.0242594
0.28	-0.0082411	-0.0507419	0.102138	0.03073	0	0.000643684	0.00141649	0.000169789	0.0221298	0.0243597
0.281	-0.008294	-0.05307	0.102165	0.0261612	0	0.000704108	0.00102661	0.000171976	0.0221464	0.0240491
0.282	-0.00834951	-0.0556733	0.102193	0.0282976	0	0.000774878	0.00120113	0.000174286	0.022164	0.0243143
0.283	-0.00840751	-0.0581777	0.102224	0.0308774	0	0.000846161	0.00143012	0.000176716	0.0221828	0.0246357
0.284	-0.00847238	-0.0650315	0.102257	0.0329802	0	0.00105727	0.00163154	0.000179453	0.0222034	0.0250716
0.285	-0.00853018	-0.0579717	0.102289	0.0326145	0	0.000840181	0.00159556	0.00018191	0.0222224	0.0248401
0.286	-0.00858683	-0.056818	0.102321	0.0320076	0	0.000807072	0.00153673	0.000184334	0.0222411	0.0247692
0.287	-0.00864214	-0.0554738	0.102355	0.0342853	0	0.000769336	0.00176322	0.000186716	0.02226	0.0249793
0.288	-0.0087055	-0.0635321	0.102388	0.0329788	0	0.00100908	0.0016314	0.000189464	0.0222803	0.0251103
0.289	-0.00876915	-0.063816	0.102419	0.0306586	0	0.00101812	0.00140992	0.000192245	0.0223002	0.0249205
0.29	-0.00883939	-0.0704076	0.102447	0.0284266	0	0.00123931	0.0012121	0.000195337	0.0223211	0.0249678
0.291	-0.008912	-0.0727796	0.102475	0.027967	0	0.00132422	0.00117323	0.00019856	0.0223423	0.0250383
0.292	-0.00898001	-0.0681723	0.102503	0.0273538	0	0.00116187	0.00112235	0.000201601	0.0223625	0.0248483
0.293	-0.0090399	-0.0600526	0.102529	0.0266552	0	0.000901578	0.00106575	0.000204299	0.0223808	0.0245524
0.294	-0.00909849	-0.058763	0.102555	0.0259956	0	0.000863274	0.00101366	0.000206956	0.0223986	0.0244825
0.295	-0.00914901	-0.0506851	0.102581	0.0259819	0	0.000642244	0.00101259	0.000209261	0.0224148	0.0242789
0.296	-0.00920009	-0.0512426	0.10261	0.028849	0	0.00065645	0.0012484	0.000211604	0.0224318	0.0245482
0.297	-0.00924963	-0.0497097	0.102638	0.0284498	0	0.000617763	0.00121409	0.000213889	0.0224483	0.024494
0.298	-0.0093106	-0.061129	0.102668	0.0293282	0	0.000934188	0.00129021	0.000216718	0.0224674	0.0249085
0.299	-0.00936947	-0.0590437	0.102698	0.0305341	0	0.000871541	0.0013985	0.000219468	0.0224863	0.0249759
0.3	-0.00942652	-0.0572058	0.102729	0.0307038	0	0.000818127	0.00141409	0.000222148	0.022505	0.0249593
0.301	-0.00948539	-0.0590355	0.102756	0.027617	0	0.000871297	0.00114405	0.000224931	0.0225233	0.0247636
0.302	-0.00953954	-0.0543194	0.102784	0.0272654	0	0.000737649	0.0011151	0.000227507	0.0225406	0.0246208
0.303	-0.00959937	-0.0599954	0.102807	0.0233296	0	0.000899863	0.000816404	0.00023037	0.0225582	0.0245049
0.304	-0.00966233	-0.0631247	0.102833	0.0265486	0	0.000996181	0.00105725	0.000233402	0.0225772	0.0248641
0.305	-0.00973624	-0.0740691	0.102862	0.0281289	0	0.00137156	0.00118685	0.000236986	0.0225989	0.0253943
0.306	-0.00980974	-0.0736629	0.102893	0.0312711	0	0.00135656	0.00146682	0.000240577	0.0226212	0.0256851
0.307	-0.00988431	-0.0747343	0.102924	0.0311919	0	0.0013963	0.0014594	0.000244249	0.0226437	0.0257436
0.308	-0.00996328	-0.0791392	0.102958	0.0336043	0	0.00156575	0.00169387	0.000248168	0.0226676	0.0261754
0.309	-0.0100369	-0.0738004	0.102994	0.0365587	0	0.00136162	0.0020048	0.000251849	0.0226911	0.0263094
0.31	-0.0101065	-0.0697411	0.103034	0.040249	0	0.00121595	0.00242997	0.000255353	0.0227145	0.0266158
0.311	-0.0101788	-0.0724313	0.103071	0.0372292	0	0.00131157	0.00207902	0.000259018	0.0227378	0.0263874
0.312	-0.0102498	-0.0711901	0.103108	0.0367762	0	0.00126701	0.00202874	0.000262646	0.0227608	0.0263192
0.313	-0.0103245	-0.0748189	0.10314	0.0322719	0	0.00139947	0.00156221	0.000266486	0.0227836	0.0260118
0.314	-0.010408	-0.0837286	0.103173	0.0326908	0	0.00175262	0.00160303	0.000270817	0.0228084	0.0264349
0.315	-0.0104945	-0.0866092	0.103208	0.0344448	0	0.00187529	0.00177967	0.000275335	0.0228343	0.0267646
0.316	-0.0105856	-0.0913403	0.103243	0.0356178	0	0.00208576	0.00190294	0.00028014	0.0228614	0.0271302
0.317	-0.0106817	-0.0962147	0.103277	0.0341119	0	0.00231432	0.00174544	0.000285247	0.0228892	0.0272342
0.318	-0.0107798	-0.0983005	0.103313	0.0359572	0	0.00241575	0.00193938	0.000290513	0.0229179	0.0275635
0.319	-0.0108823	-0.102601	0.10335	0.0372338	0	0.00263172	0.00207954	0.00029606	0.0229478	0.0279551
0.32	-0.0109783	-0.096225	0.103385	0.0343902	0	0.00231481	0.00177403	0.00030131	0.0229757	0.0273659
0.321	-0.0110717	-0.0934871	0.103419	0.0345397	0	0.00218496	0.00178949	0.000306455	0.0230032	0.0272841
0.322	-0.0111649	-0.0933698	0.103452	0.0330456	0	0.00217948	0.00163802	0.000311637	0.0230302	0.0271594
0.323	-0.0112561	-0.0913822	0.103485	0.0325696	0	0.00208768	0.00159117	0.00031675	0.0230568	0.0270524
0.324	-0.0113503	-0.0943929	0.103517	0.0320096	0	0.00222751	0.00153693	0.000322076	0.0230839	0.0271704
0.325	-0.011452	-0.101788	0.103547	0.0305867	0	0.00259019	0.00140332	0.000327869	0.0231123	0.0274337
0.326	-0.0115585	-0.106731	0.103581	0.0342381	0	0.00284786	0.00175837	0.000334	0.0231426	0.0280828
0.327	-0.0116676	-0.109162	0.103618	0.0365229	0	0.00297908	0.00200088	0.00034033	0.0231739	0.0284942
0.328	-0.0117814	-0.113986	0.103651	0.0327766	0	0.0032482	0.00161146	0.000347003	0.0232055	0.0284121
0.329	-0.0119007	-0.119445	0.103684	0.0334858	0	0.0035668	0.00168194	0.000354065	0.0232384	0.0288412
0.33	-0.0120227	-0.122138	0.103718	0.0341552	0	0.00372941	0.00174987	0.000361361	0.0232721	0.0291127
0.331	-0.0121506	-0.12811	0.103755	0.0364531	0	0.00410302	0.00199324	0.000369093	0.0233075	0.0297729
0.332	-0.012278	-0.127524	0.103791	0.0359735	0	0.00406557	0.00194114	0.000376872	0.0233428	0.0297264
0.333	-0.012399	-0.121134	0.103829	0.0382325	0	0.00366835	0.00219258	0.000384335	0.0233772	0.0296225
0.334	-0.012517	-0.118186	0.103868	0.0392649	0	0.00349199	0.0023126	0.000391688	0.0234112	0.0296075
0.335	-0.012638	-0.121135	0.103908	0.0395541	0	0.0036684	0.00234679	0.000399296	0.023446	0.0298605
0.336	-0.0127616	-0.123747	0.103947	0.0398509	0	0.00382833	0.00238214	0.000407144	0.0234814	0.030099
0.337	-0.012879	-0.117556	0.103986	0.0390583	0	0.00345484	0.00228833	0.00041467	0.0235153	0.0296731
0.338	-0.0129975	-0.118713	0.104027	0.0409512	0	0.00352322	0.0025155	0.00042234	0.0235499	0.0300109
0.339	-0.0131088	-0.111427	0.104067	0.0392964	0	0.00310397	0.00231631	0.000429602	0.0235826	0.0294324
0.34	-0.0132117	-0.103057	0.104103	0.0362734	0	0.00265517	0.00197364	0.000436373	0.0236128	0.028678
0.341	-0.0133178	-0.106193	0.104137	0.0338774	0	0.00281924	0.00172152	0.000443406	0.0236432	0.0286274
0.342	-0.0134193	-0.101715	0.10417	0.033865	0	0.00258649	0.00172026	0.000450195	0.0236726	0.0284296
0.343	-0.013525	-0.105816	0.104205	0.0342145	0	0.00279924	0.00175595	0.000457313	0.0237031	0.0287156
0.344	-0.0136165	-0.0916693	0.10424	0.0354164	0	0.00210082	0.00188148	0.000463523	0.0237307	0.0281765
0.345	-0.0137149	-0.0985892	0.104275	0.0351401	0	0.00242996	0.00185224	0.000470249	0.0237598	0.0285123
0.346	-0.0138198	-0.105012	0.10431	0.0352796	0	0.00275686	0.00186697	0.000477468	0.0237904	0.0288917
0.347	-0.0139274	-0.107776	0.104342	0.0320578	0	0.00290391	0.00154156	0.000484933	0.0238209	0.0287512
0.348	-0.0140281	-0.100862	0.104371	0.028875	0	0.00254327	0.00125065	0.000491972	0.0238491	0.028135
0.349	-0.0141272	-0.0992257	0.104403	0.0316831	0	0.00246144	0.00150573	0.000498946	0.0238777	0.0283438
0.35	-0.0142328	-0.105718	0.104435	0.0320164	0	0.00279406	0.00153758	0.000506431	0.0239078	0.0287458
0.351	-0.0143466	-0.113912	0.10447	0.0349592	0	0.00324401	0.00183322	0.000514559	0.0239403	0.0295321
0.352	-0.0144621	-0.115648	0.104503	0.0329276	0	0.00334361	0.00162634	0.000522878	0.0239728	0.0294656
0.353	-0.0145691	-0.107186	0.104536	0.0332595	0	0.00287222	0.00165929	0.000530647	0.0240035	0.0290657
0.354	-0.0146751	-0.106157	0.104568	0.0326694	0	0.00281732	0.00160094	0.000538397	0.0240339	0.0289905
0.355	-0.0147782	-0.103199	0.1046	0.0310512	0	0.00266249	0.00144627	0.000545985	0.0240633	0.028718
0.356	-0.0148733	-0.0952563	0.104631	0.0312744	0	0.00226844	0.00146713	0.000553036	0.024091	0.0283796
0.357	-0.0149672	-0.0940502	0.104659	0.0282897	0	0.00221136	0.00120046	0.000560041	0.0241178	0.0280897
0.358	-0.0150601	-0.093059	0.104687	0.0279247	0	0.00216499	0.00116968	0.000567016	0.0241444	0.0280461
0.359	-0.015153	-0.0930848	0.104718	0.030972	0	0.00216619	0.0014389	0.000574036	0.0241716	0.0283507
0.36	-0.0152538	-0.100864	0.104748	0.0303095	0	0.0025434	0.001378	0.000581693	0.0242004	0.0287035
0.361	-0.0153545	-0.100925	0.104778	0.0298685	0	0.00254648	0.00133819	0.000589405	0.0242292	0.0287032
0.362	-0.0154582	-0.103844	0.104808	0.0304591	0	0.0026959	0.00139164	0.000597393	0.0242587	0.0289436
0.363	-0.01556	-0.101951	0.104837	0.0291443	0	0.00259848	0.00127408	0.000605288	0.0242875	0.0287654
0.364	-0.0156597	-0.0998244	0.104865	0.0272062	0	0.00249123	0.00111027	0.000613068	0.0243155	0.0285301
0.365	-0.0157639	-0.104357	0.104892	0.0274336	0	0.00272262	0.00112891	0.000621255	0.0243445	0.0288173
0.366	-0.0158719	-0.108101	0.104921	0.0293628	0	0.00292147	0.00129326	0.000629794	0.0243748	0.0292194
0.367	-0.0159855	-0.113738	0.104953	0.0319649	0	0.00323411	0.00153264	0.000638841	0.024407	0.0298126
0.368	-0.0161094	-0.123992	0.104985	0.031315	0	0.00384347	0.00147094	0.000648778	0.0244413	0.0304044
0.369	-0.0162237	-0.114504	0.105017	0.0320848	0	0.00327779	0.00154416	0.000658023	0.0244736	0.0299536
0.37	-0.0163277	-0.104115	0.105051	0.0347949	0	0.00270998	0.00181602	0.000666484	0.0245043	0.0296968
0.371	-0.0164334	-0.10584	0.105086	0.0350991	0	0.00280053	0.00184792	0.000675141	0.0245355	0.0298591
0.372	-0.0165426	-0.10938	0.105122	0.0353757	0	0.00299099	0.00187716	0.000684147	0.0245676	0.0301198
0.373	-0.0166574	-0.114857	0.105157	0.0352535	0	0.00329804	0.00186422	0.000693669	0.0246008	0.0304567
0.374	-0.0167772	-0.120017	0.105193	0.0362883	0	0.00360099	0.00197526	0.000703689	0.0246354	0.0309154
0.375	-0.0168922	-0.115103	0.105229	0.035339	0	0.00331219	0.00187327	0.000713366	0.0246688	0.0305676
0.376	-0.0170072	-0.115178	0.105263	0.0348233	0	0.00331646	0.00181899	0.000723115	0.0247021	0.0305607
0.377	-0.0171286	-0.121493	0.105298	0.0349911	0	0.00369016	0.00183657	0.000733472	0.0247369	0.0309971
0.378	-0.0172562	-0.127726	0.105335	0.0366067	0	0.00407846	0.00201008	0.00074444	0.0247734	0.0316064
0.379	-0.0173887	-0.132683	0.105369	0.0345454	0	0.00440122	0.00179008	0.00075592	0.0248106	0.0317578
0.38	-0.0175268	-0.138204	0.105402	0.0330239	0	0.00477506	0.00163587	0.000767972	0.0248487	0.0320276
0.381	-0.0176714	-0.144735	0.105436	0.0332262	0	0.00523706	0.00165597	0.000780696	0.0248883	0.0325621
0.382	-0.0178198	-0.1485	0.105468	0.0322762	0	0.00551307	0.00156263	0.00079386	0.0249287	0.0327982
0.383	-0.0179701	-0.150423	0.105501	0.0336749	0	0.00565674	0.001701	0.000807307	0.0249697	0.0331348
0.384	-0.0181195	-0.149567	0.105536	0.0348094	0	0.0055926	0.00181754	0.00082079	0.0250109	0.0332419
0.385	-0.0182676	-0.148248	0.105569	0.0327804	0	0.00549433	0.00161184	0.000834263	0.0250514	0.0329918
0.386	-0.0184089	-0.141468	0.105597	0.0284058	0	0.00500332	0.00121034	0.000847223	0.0250894	0.0321503
0.387	-0.0185493	-0.140495	0.105627	0.0293901	0	0.00493471	0.00129567	0.000860192	0.0251274	0.032218
0.388	-0.0186828	-0.133618	0.105658	0.0317156	0	0.00446343	0.00150882	0.000872617	0.0251645	0.0320093
0.389	-0.0188166	-0.133927	0.105688	0.0295005	0	0.00448408	0.00130542	0.00088516	0.0252011	0.0318758
0.39	-0.0189561	-0.139617	0.105718	0.0300133	0	0.00487322	0.0013512	0.000898332	0.0252392	0.0323619
0.391	-0.0190952	-0.139257	0.105751	0.0329034	0	0.00484811	0.00162395	0.000911567	0.0252778	0.0326614
0.392	-0.0192312	-0.136154	0.105782	0.0317629	0	0.00463447	0.00151333	0.0009246	0.0253156	0.032388
0.393	-0.0193552	-0.124112	0.105816	0.0340759	0	0.00385097	0.00174175	0.00093656	0.0253511	0.0318804
0.394	-0.019487	-0.131923	0.10585	0.0339037	0	0.00435089	0.00172419	0.000949358	0.0253884	0.0324129
0.395	-0.0196189	-0.132014	0.105882	0.0319534	0	0.0043569	0.00153153	0.000962252	0.0254254	0.032276
0.396	-0.0197606	-0.141875	0.105912	0.0302006	0	0.00503215	0.00136812	0.000976207	0.0254641	0.0328406
0.397	-0.0199008	-0.140321	0.10594	0.0281376	0	0.0049225	0.00118759	0.000990108	0.0255021	0.0326023
0.398	-0.0200413	-0.140601	0.105971	0.0302006	0	0.00494218	0.00136811	0.00100414	0.0255407	0.0328551
0.399	-0.0201874	-0.146226	0.106	0.0294357	0	0.00534551	0.00129969	0.00101883	0.0255804	0.0332444
0.4	-0.0203394	-0.152161	0.106032	0.0322133	0	0.00578827	0.00155655	0.00103423	0.0256221	0.0340011
0.401	-0.0204855	-0.146188	0.106063	0.0307639	0	0.0053427	0.00141962	0.00104914	0.0256621	0.0334736
0.402	-0.0206317	-0.146313	0.10609	0.0271115	0	0.00535186	0.00110255	0.00106417	0.0257014	0.0332199
0.403	-0.0207829	-0.151278	0.106119	0.0289446	0	0.00572122	0.00125668	0.00107982	0.0257422	0.0337999
0.404	-0.0209388	-0.15604	0.106151	0.0317578	0	0.0060871	0.00151283	0.00109608	0.0257848	0.0344808
0.405	-0.0210922	-0.153511	0.106183	0.0322022	0	0.00589141	0.00155547	0.0011122	0.0258269	0.034386
0.406	-0.0212453	-0.153309	0.106215	0.0321328	0	0.00587589	0.00154878	0.00112841	0.0258691	0.0344221
0.407	-0.0214023	-0.157109	0.106245	0.0301282	0	0.00617084	0.00136156	0.00114515	0.0259116	0.0345892
0.408	-0.0215558	-0.153618	0.106272	0.0271449	0	0.00589963	0.00110527	0.00116164	0.0259528	0.0341193
0.409	-0.0217105	-0.154815	0.1063	0.0282853	0	0.00599191	0.00120009	0.00117837	0.0259945	0.0343648
0.41	-0.0218516	-0.141178	0.106329	0.0292262	0	0.00498279	0.00128125	0.00119373	0.0260333	0.0334911
0.411	-0.0219899	-0.138447	0.10636	0.0302244	0	0.00479186	0.00137027	0.00120889	0.0260718	0.0334428
0.412	-0.0221197	-0.129884	0.106393	0.0336305	0	0.00421747	0.00169652	0.0012232	0.0261091	0.0332463
0.413	-0.0222531	-0.133554	0.106427	0.0341536	0	0.00445917	0.00174971	0.001238	0.0261474	0.0335943
0.414	-0.0223843	-0.13126	0.106463	0.0356443	0	0.00430727	0.00190577	0.00125264	0.0261855	0.0336512
0.415	-0.0225097	-0.12551	0.106499	0.0363131	0	0.00393822	0.00197796	0.00126671	0.0262225	0.0334054
0.416	-0.0226309	-0.121387	0.106535	0.0353958	0	0.00368371	0.00187929	0.0012804	0.0262584	0.0331018
0.417	-0.0227515	-0.120641	0.106569	0.0345933	0	0.00363853	0.00179505	0.00129407	0.026294	0.0330216
0.418	-0.0228698	-0.118423	0.106607	0.0376678	0	0.00350599	0.0021283	0.00130756	0.0263297	0.0332716
0.419	-0.0229899	-0.120274	0.106644	0.0375224	0	0.00361645	0.0021119	0.00132134	0.0263659	0.0334156
0.42	-0.0231033	-0.113459	0.106686	0.0415799	0	0.00321821	0.00259334	0.0013344	0.0264015	0.0335475
0.421	-0.0232152	-0.112029	0.106724	0.0386837	0	0.00313763	0.00224464	0.00134736	0.0264361	0.0331658
0.422	-0.0233321	-0.117024	0.106762	0.0377348	0	0.00342368	0.00213587	0.00136097	0.0264717	0.0333922
0.423	-0.023441	-0.10907	0.106798	0.0361223	0	0.00297408	0.00195723	0.00137371	0.0265051	0.0328101
0.424	-0.02355	-0.109094	0.106835	0.0363755	0	0.00297535	0.00198476	0.00138651	0.0265385	0.0328852
0.425	-0.0236552	-0.105297	0.106869	0.033963	0	0.00277188	0.00173023	0.00139892	0.0265706	0.0324716
